آدم‌خواری	36005	N
آدم‌ربا	37211	N,AJ
آدم‌ربایی	128250	N
آدم‌شناس	0	N,AJ
آدم‌فروش	62603	N
آدم‌فروشی	8060	N
آدم‌ندیده	0	N
آدم‌نما	4	N,AJ
آدولف	52414	N
آدیداس	16	N
آدیس‌آبابا	4	N
آدینه	429019	N
آذر	14000476	N,AJ
آذربایجان	1981714	N,AJ
آذرخش	102011	N
آذرشهر	22	N
آذرماه	508218	N
آذرنژاد	3	N
آذرین	81408	N,AJ
آذری‌تبار	0	AJ
آذری‌زبان	63492	AJ
آذوقه	344026	N
آذین	380012	N
آذین‌بخش	16	N
آذین‌شده	3	N,AJ
آرا	0	N,PL
آراء	427	N,PL
آرارات	30838	N
آراستن	37705	N
آراسته	0	N
آراسته	289073	N,AJ
آراسته‌شده	0	N
آراستگی	12	N
آرام	2030842	N,AJ,ADV
آرامش	2160861	N
آرامش‌بخش	249920	N,AJ,ADV
آرامش‌دهنده	2	N,AJ
آرامگاه	258277	N,AJ
آرامی	92	N,AJ
آرامیده	0	N
آرام‌آرام	0	N
آرام‌بخش	278036	N,AJ
آرام‌سازی	8	N
آرام‌پز	16	N
آرام‌کننده	5	N,AJ
آرام‌گرفته	27	N,AJ,NUM
آران	140016	N
آراگون	3	N
آرایش	1680165	N,AJ
آرایشگاه	191013	N
آرایشگر	86122	N,AJ
آرایش‌شده	2	N,AJ
آرایش‌کرده	0	N,AJ
آراینده	0	N
آرایه	1020048	N,AJ
آرایه‌شناس	0	N
آرتروز	102020	N
آرتریت	18	N
آرتمیس	0	N
آرتور	23	N
آرتیست	2	N
آرد	527149	N,AJ
آردسازی	6	N
آردفروشی	0	N
آرزو	1061025	N
آرزومند	50554	N,AJ
آرزومندانه	7181	N,AJ,ADV
آرزوکننده	0	N
آرسن	4	N
آرسنال	64	N
آرسنیک	34	N
آرش	1240066	N
آرشیو	9690087	N,AJ
آرشیوبندی	0	N
آرشیوشده	451001	AJ
آرم	579032	N,AJ
آرماتور	2000006	N
آرماتوربند	0	N
آرمان	1010558	N,AJ
آرمان‌خواه	50409	N,AJ
آرمان‌خواهانه	0	N,AJ
آرمان‌خواهی	88114	N
آرمان‌شهر	47605	N
آرمان‌گرا	54915	N,AJ
آرمان‌گرایانه	32908	N,AJ
آرمان‌گرایی	47222	N
آرمسترانگ	9	N
آرمیدن	28901	N,NUM
آرمیده	0	N
آرمیدگی	0	N
آرمین	38	N
آرمیچر	16	N
آرنج	75020	N
آرنولد	103032	N
آرواره	41126	N
آرواره‌دار	883	N
آروغ	19204	N
آروماتیک	7	N,AJ
آرپی‌جی	7	N
آرژانتین	255140	N
آرکانزاس	8	N
آرگومان	0	N
آرگون	63112	N,AJ
آری	1234185	N,RES
آریا	2440024	N,AJ
آریامهر	24607	N
آریانا	210003	N
آریانپور	2	N
آریایی	38	N,AJ
آریزونا	11	N
آریل	7	N
آرین	464012	N
آریوبرزن	0	N
آز	56700023	N
آزاد	8272698	N,AJ,ADV
آزاداندیش	57829	N,AJ
آزاداندیشانه	0	N
آزاداندیشی	21	N
آزادانه	272135	AJ,ADV
آزادراه	66949	N
آزادسازی	240	N
آزادشده	203088	N,AJ
آزادشهر	13	N
آزادمرد	378011	N
آزادمنش	12709	N,AJ
آزادمنشانه	13907	AJ
آزاده	652461	N,AJ
آزاده‌پرور	0	AJ
آزادکار	5	AJ
آزادکرده	154001	N,AJ
آزادکننده	4803	N,AJ
آزادگان	2620009	N
آزادگی	124068	N
آزادیخواه	106	N,AJ
آزادی‌بخش	176	N,AJ
آزادی‌جویانه	2	N,AJ
آزادی‌خواه	341706	N,AJ
آزادی‌خواهانه	140716	AJ
آزادی‌خواهی	66	N
آزادی‌ستیز	3	AJ
آزادی‌طلب	16	N,AJ
آزادی‌طلبی	18856	N
آزار	255	N
آزاردهنده	52	N,AJ
آزاردهندگی	0	N
آزاردیده	0	N
آزارنده	3	AJ
آزبست	8	N
آزردن	11602	N
آزرده	0	N
آزرده	1020033	N,AJ
آزرده‌خاطر	35900	N,AJ
آزرده‌دل	0	N
آزردگی	35	N
آزرم	63811	N
آزمایش	853261	N,AJ,ADV
آزمایشگاه	621325	N,AJ
آزمایشگر	20105	N
آزمایش‌شده	5	N,AJ
آزمایش‌شونده	2	N
آزمایش‌کننده	5	N
آزماینده	4374	N
آزمند	10811	N,AJ
آزمودن	44210	N
آزموده	0	N
آزمودگی	0	N
آزمون	2120989	N,AJ
آزمون‌پذیر	2	AJ
آزگار	2	N
آزیتا	4	N
آسان	2290504	N,AJ,ADV
آسانسور	811047	N
آسانسورسازی	0	N
آسان‌سازی	3	N
آسان‌فهم	0	N,AJ,AJC
آسان‌گیری	10205	N
آسایش	356170	N
آسایشگاه	161032	N
آسایش‌طلب	0	N
آسایش‌طلبی	1480	N
آستارا	234140	N
آستان	7200109	N
آستانه	1250622	N
آستانه‌اشرفیه	14	N
آستر	218008	N
آستین	196071	N
آستیگمات	18	N,AJ
آسفالت	403144	N,AJ
آسفالته	16	N,AJ
آسفالت‌ریزی	8574	N
آسفالت‌کار	4	N,AJ
آسفالت‌کاری	2	N
آسم	130	N
آسمان	2220696	N,AJ
آسمان‌آباد	0	N
آسمان‌جل	0	N
آسمان‌خراش	74410	N
آسمان‌غرنبه	3	N
آسمان‌نما	2	N
آسودن	33	N,NUM
آسوده	0	N
آسوده	309098	N,AJ,ADV
آسوده‌خاطر	34517	N,AJ,ADV
آسوده‌خیال	0	ADV
آسوده‌خیالی	0	N
آسوده‌دل	0	N
آسودگی	106036	N
آسوشیتدپرس	93486	N
آسپرین	50	N
آسپیرین	263020	N
آسکاریس	16	N
آسیا	1451612	N,AJ
آسیاب	404063	N
آسیایی	6490387	N,AJ
آسیب	1180641	N
آسیب‌دیده	391124	N,AJ
آسیب‌دیدگی	174657	N
آسیب‌رسان	59208	N,AJ
آسیب‌رسانی	4	N
آسیب‌زا	35473	N,AJ
آسیب‌زده	0	N
آسیب‌زدگی	0	N
آسیب‌زننده	2	N,AJ
آسیب‌شناس	70437	N,AJ
آسیب‌شناسی	30	N
آسیب‌ناپذیر	7	N,AJ
آسیب‌ندیده	0	N,AJ
آسیب‌پذیر	302147	N,AJ
آسیب‌پذیری	91	N
آسیمه	0	N
آسیمه‌سر	0	N
آسیموف	0	N
آسیه	49115	N
آس‌وپاس	1260	N
آش	10740056	N,AJ
آشامانده	0	N
آشامانیده	0	N
آشامیدن	50418	N
آشامیده	0	N
آشامیده	28	N,AJ
آشتی	483175	N,AJ
آشتیان	27417	N
آشتی‌جویانه	28026	AJ
آشتی‌جویی	2	N
آشتی‌دهنده	0	N,AJ
آشتی‌طلبانه	0	N,AJ
آشتی‌ناپذیر	28411	N,AJ
آشتی‌پذیر	745	N
آشتی‌کن	0	N
آشتی‌کننده	0	N
آشغال	370016	N,AJ
آشغالدان	2	N
آشغال‌جمع‌کن	204	N
آشغال‌دان	0	N
آشغال‌فروش	81	N
آشفتن	6	N,NUM
آشفته	0	N
آشفته	398081	N,AJ
آشفته‌بازار	41068	N
آشفته‌حال	3	N,ADV
آشفته‌خاطر	2	N,AJ
آشفتگی	147082	N
آشنا	4981016	N,AJ
آشنازدایی	0	N
آشناساز	0	N
آشنایی	185765	N
آشنایی‌زدایی	4	N
آشوب	2940160	N
آشوبگر	227015	N,AJ
آشوبگرانه	0	N
آشوبیده	0	N
آشوب‌آفرینی	2	N
آشوب‌زده	48212	AJ
آشوب‌طلب	71922	N,AJ
آشوب‌طلبانه	15553	AJ
آشور	57338	N,AJ
آشپز	363029	N,AJ
آشپزباشی	136002	N
آشپزخانه	1280132	N
آشکار	851853	N,AJ,ADV
آشکارا	179121	N,AJ,ADV
آشکارساز	18	N,AJ
آشکارشده	4112	AJ
آشکارکننده	6437	AJ
آشیان	65607	N
آشیانه	498029	N
آشیل	17	N
آش‌خور	20703	N,AJ
آصف	223016	N
آغاز	91805044	N
آغازشده	2930008	AJ
آغازکننده	14311	N,AJ
آغازگر	525034	N,AJ
آغازی	5	AJ
آغازیده	0	N
آغازین	264106	AJ
آغاسی	35	N
آغالیده	0	N
آغداشلو	7	N
آغشتن	6	N,NUM
آغشتنی	77	N
آغشته	0	N
آغشته	205042	N,AJ
آغشتگی	0	N
آغل	61706	N
آغوز	17	N
آغوش	662153	N
آفات	0	N,PL
آفاق	207076	N,AJ,PL
آفاقی	35804	N,AJ
آفت	434189	N,AJ
آفتاب	2450373	N,AJ
آفتابه	49210	N
آفتابگردان	28	N
آفتاب‌خورده	2	N,AJ
آفتاب‌زده	13600	N
آفتاب‌زدگی	13812	N
آفتاب‌سوخته	56038	AJ
آفتاب‌سوختگی	95004	N
آفتاب‌نزده	0	N
آفتاب‌پرست	60802	N
آفتاب‌پرستی	6840	N
آفتاب‌گردان	231828	N
آفتاب‌گیر	3	N,AJ
آفت‌دیده	0	N
آفت‌رسیده	1110	N
آفت‌زا	2	AJ
آفت‌زده	42435	N,AJ
آفت‌زدگی	0	N
آفت‌پذیر	0	AJ
آفت‌کش	30424	N,AJ
آفریدن	23113	N,NUM
آفریدنی	0	N
آفریده	0	N
آفریده	223125	N,AJ
آفریده‌شده	3	N,AJ
آفریدگار	45746	N
آفریدگان	174000	N
آفریقا	617724	N
آفریقایی	230279	N,AJ
آفریقایی‌تبار	0	AJ
آفرین	8800050	N,RES
آفرینش	494256	N
آفریننده	68660	N,AJ
آفرینندگی	14	N
آفرین‌گو	0	N
آفساید	19	N
آفسایدگیری	0	N
آفست	0	N
آق	202017	N,AJ
آقا	2830997	N,AJ
آقابالاسر	5133	N
آقابزرگ	28902	N
آقاجان	0	N
آقاجری	13	N
آقاخان	18	N
آقاخانی	6	N
آقازاده	1020024	N,AJ
آقاسی	75608	N
آقامنش	10	N,AJ
آقامنشانه	0	N,AJ
آق‌بانو	0	N
آق‌قلا	7	N
آل	11200198	N,RES
آلاء	0	RES
آلاباما	13	N
آلات	0	N,PL
آلاسکا	21	N
آلاله	19	N
آلام	97865	N,PL
آلاچیق	22	N
آلاگارسون	895	N
آلایش	46817	N
آلاینده	91487	N,AJ
آلایندگی	5	N
آلبالو	129018	N
آلبالوخشکه	0	N
آلبالوپلو	14100	N
آلبالویی‌رنگ	0	AJ,AJC
آلبانی	77	N
آلبانیایی	161024	N,AJ
آلبانیایی‌تبار	24	N,AJ
آلبانی‌زبان	0	AJ
آلبر	2	N
آلبرت	21	N
آلبرتا	0	N
آلبرتو	17	N
آلبرکامو	0	N
آلبومین	20905	N
آلت	365050	N
آلخاندرو	2	N
آلرژی	175048	N
آلرژیک	8	N,AJ
آلرژی‌زا	47325	N,AJ
آلزایمر	439066	N
آلفا	250028	N
آلفرد	130018	N
آلما	97701	N
آلمان	2632791	N,AJ
آلمانی‌زبان	4	AJ
آلن	325074	N
آلنده	6	N
آلن‌پو	3	N
آلو	380019	N
آلودن	33	N,NUM
آلوده	0	N
آلوده	983495	N,AJ
آلوده‌دامان	303	N
آلوده‌ساز	18	N,AJ
آلوده‌شده	5	N,AJ
آلوده‌کننده	34675	N,AJ
آلودگی	586960	N
آلودگی‌زدایی	0	N
آلوزرد	14102	N
آلوفروش	148	N
آلوفروشی	71	N
آلومین	3	N
آلومینیوم	369097	N,AJ
آلومینیوم‌دار	0	AJ
آلومینیوم‌سازی	3	N
آلونک	51004	N
آلوچه	40207	N
آلپ	96743	N,AJ
آلپاین	3	N
آلی	4150098	N,AJ
آلیاژ	50	N
آلیس	11	N
آل‌بویه	36	N
آل‌زده	0	N
آل‌زدگی	0	N
آل‌عمران	261021	N
آل‌پاچینو	104003	N
آماج	90140	N
آماجگاه	4210	N
آماد	45	N
آماده	6901651	N,AJ,ADV
آماده‌باش	198267	N,AJ
آماده‌ساز	0	N
آماده‌شده	305457	AJ
آمادگاه	45513	N
آمادگی	1361186	N
آمار	20501452	N,AJ
آمارنامه	0	N
آماره	11	N
آمارگرفته	28	N,AJ
آمارگونه	0	N
آمارگیر	76006	N,AJ
آمارگیرنده	10	N,AJ
آمارگیری	64	N
آمازون	170022	N
آماس	22107	N,AJ
آماسانده	0	N
آماسانیده	0	N
آماسیدن	0	N
آمال	103048	N,PL
آمایش	19	N
آمبولانس	178046	N
آمدن	1440752	N
آمدنی	368001	N,AJ
آمده	0	N
آمر	6210042	N,RES
آمرانه	24620	N,AJ,ADV
آمرزش	97350	N
آمرزش‌خواه	286	N
آمرزنده	24403	N,AJ
آمرزگار	0	N
آمرزیدن	33	N,NUM
آمرزیدنی	1450	N
آمرزیده	0	N
آمرزیده	79706	N,AJ
آمرزیدگی	0	N
آمرین	10	N
آمریکا	4529238	N
آمریکائی	0	N
آمریکازدگی	0	N
آمریکایی	1382102	N,AJ
آمریکایی‌تبار	0	AJ
آمستردام	118076	N
آمفی‌تئاتر	96443	N
آمل	394078	N,AJ
آمنه	92905	N
آموختن	538085	N
آموختنی	147006	N,AJ
آموخته	0	N
آموخته	408094	N,AJ
آموخته‌شده	25	N,AJ
آمودریا	22106	N
آمور	12	N
آموزانده	0	N
آموزش	16206340	N,AJ
آموزشکده	83327	N
آموزشگاه	1730181	N,AJ
آموزشگر	3	N
آموزشیار	37137	N
آموزش‌دهنده	22	N
آموزش‌دیده	125439	N,AJ
آموزش‌گیرنده	10	N,AJ
آموزش‌یافته	0	N,AJ
آموزنده	409070	N,AJ
آموزه	311113	N
آموزگار	142182	N,AJ
آمون	41101	N
آمونیاک	22	N
آمونیوم	0	N
آمپر	188022	N
آمپرساعت	22802	CL
آمپرسنج	16	N
آمپرمتر	41702	N
آمپلی‌فایر	16	N
آمپول	147020	N
آمپی‌سیلین	3	N
آمیب	16	N
آمیختن	117020	N,NUM
آمیختنی	2410	N
آمیخته	0	N
آمیخته	198146	N,AJ
آمیخته‌شده	16	N
آمیختگی	28	N
آمیزش	117066	N,AJ
آمیزنده	10	N,AJ
آمیزه	49634	N
آمین	2510016	N,AJ,RES
آمینه	42	N,AJ
آن	253674963	N,PRO,DET
آنا	1170019	N,ADV
آنات	0	N,PL
آناتولی	108	N
آناتومیک	16	N
آنالوگ	255040	N,AJ
آنالیز	411033	N
آنالیزور	2	N
آناناس	80725	N
آناهیتا	302040	N
آناکوندا	0	N
آنتالیا	4	N
آنتروپی	28204	N
آنتن	1410295	N
آنتوان	61208	N
آنتون	6	N
آنتونوف	13	N
آنتونی	28	N
آنتونیو	46	N
آنتیل	170001	N
آنتیک‌فروش	522	N
آنتیک‌فروشی	483	N
آنتی‌اسید	20951	N
آنتی‌بیوتیک‌دار	0	AJ
آنتی‌توکسین	0	N
آنجا	2542484	N,ADV
آنجل	7	N
آنجلینا	0	N
آند	22	N
آندرانیک	0	N
آندره	46	N
آندریاس	9	N
آندلس	8	N
آندورا	4	N
آندومتر	0	N
آندی	350002	N
آنزیم‌ساز	16	N
آنفلوانزا	173043	N
آنفولانزا	117013	N
آنلاین	11647006	N,AJ
آنوفل	18	N
آنومالی	3	N
آنچه	3553224	N,PRO
آنک	0	ADV
آنکارا	137353	N
آنکه	1780511	CONJ
آنگاه	871612	CONJ
آنگستروم	16	N
آنگلوساکسون	3	N,AJ
آنگولا	70	N
آنگولایی	12102	N,AJ
آنی	489045	N,AJ,PRO,ADV
آنیون	21	N
آن‌سو	266610	N,AJ,ADV
آن‌طرف	0	N,ADV,PRO,DET
آن‌طرف‌تر	0	AJ,COMP
آن‌قدر	1130346	DET,ADV
آن‌چنان	527262	N,AJ,DET,ADV
آن‌که	1780511	CONJ
آه	2400107	N,RES
آها	0	PS
آهار	19	N
آهاردار	2	N,AJ
آهارزده	0	N,AJ
آهان	1520008	N,RES
آهای	103007	N,RES,INT
آهسته	431131	N,AJ,ADV
آهسته‌آهسته	10	N,ADV
آهستگی	10	N
آهن	3180299	N,AJ
آهنجیده	0	N
آهنربا	96307	N
آهنگ	4600429	N,AJ
آهنگر	113022	N,AJ
آهنگری	4330018	N
آهنگساز	76	N,AJ
آهنگین	28	AJ
آهنگ‌ساز	76	N,AJ
آهنگ‌سازی	61	N
آهنی	4400092	N,AJ
آهنین	135062	N,AJ
آهنین‌پنجه	45	N
آهن‌آلات	0	N,PL
آهن‌بر	79973	N,AJ
آهن‌بری	0	N
آهن‌ربا	7	N
آهن‌ربایی	3	AJ
آهن‌فروش	17	N
آهن‌فروشی	0	N
آهن‌قراضه	84302	N
آهن‌پاره	34656	N
آهن‌کار	16	N
آهو	263059	N
آهوان	10	N
آهک	140109	N,AJ
آهکی	365023	N,AJ
آهک‌دار	2	AJ
آهیختن	0	N
آهیخته	0	N
آوا	384068	N,AJ
آوار	153032	N
آواربرداری	2	N
آواره	226450	N,AJ
آوارگی	42	N
آواز	1060234	N,AJ
آوازخوان	30314	N,AJ
آوازخوانی	4	N
آوازه	157043	N,AJ
آوازه‌خوان	48408	N,AJ
آوازه‌خوانی	3930	N
آواشناختی	3	AJ
آواشناس	19	N
آواشناسی	46107	N
آوانتاژ	72200	N
آوانس	30603	N
آوانویسی	7758	N
آوانگار	12	N,AJ
آوانگارد	7	N,AJ
آوانگاری	11702	N
آوردن	1570795	N
آوردنی	33900	N
آورده	0	N
آوردگاه	18111	N
آورنده	181010	N,AJ
آوریل	742300	N
آوند	20904	N
آونگ	19	N
آووگادرو	2	N
آویختن	22603	N
آویختنی	586	N
آویخته	0	N
آویخته	108047	N,AJ,ADV
آویختگی	0	N
آویز	4870005	N,AJ
آویزان	92	N,AJ
آویزه	58608	N
آویشن	79004	N
آویشن‌دار	0	AJ
آپادانا	247056	N
آپارات	16	N
آپاراتچی	0	N
آپاراتی	769	N
آپارات‌خانه	2250	N
آپارتاید	130006	N,AJ
آپارتمان‌ساز	578	N
آپارتمان‌سازی	3	N
آپارتمان‌نشین	11900	N
آپارتمان‌نشینی	85773	N
آپاندیس	67513	N
آپاچی	5	N
آپلود	0	N
آپولو	36	N
آچار	110006	N
آچارفرانسه	16	N
آژانس	1390161	N
آژاکس	27	N
آژیر	54821	N
آژیرکش	0	N
آکاردئون	16	N
آکبند	156003	N,AJ
آکروبات	21	N
آکروباتیک	0	AJ
آکروپولیس	5	N
آکریلیک	0	N
آکسان	3	N
آکسفورد	225044	N
آکله	16	N
آکندن	2	N
آکنده	0	N
آکنده	82861	N,AJ
آکندگی	0	N
آکنه	160013	N
آکورد	3	N
آکوستیک	0	AJ
آگاتا	5	N
آگامنون	0	N
آگاه	3100768	N,AJ
آگاهاندن	0	N
آگاهانه	340187	AJ,ADV
آگاهی	1161572	N,AJ
آگاهی‌بخش	4	N,AJ
آگاهی‌دهنده	4	N,AJ
آگاه‌سازنده	10	N,AJ
آگاه‌سازی	13	N
آگاه‌کننده	2	N,AJ
آگه	4151196	N,AJ
آگهی	8370141	N
آگهی‌دهنده	2	N
آگهی‌دهندگان	121810	N
آیا	5323137	N,ADV
آیات	552606	N,PL
آیت	3640022	N
آیتم	30	N
آیتم‌سازی	0	N
آیت‌الله	2060650	N
آیت‌الکرسی	2	N
آیدا	9	N
آیدین	148024	N
آیزاک	96701	N
آیزنهاور	130	N
آیفون	644003	N
آیلتس	0	N,PL,RES
آینده	3184579	N,AJ
آینده‌بینی	3	N
آینده‌ساز	19589	N,AJ
آینده‌نگر	68016	N,AJ
آینده‌نگرانه	2	N,AJ
آینده‌نگری	51	N
آینده‌پژوه	4	N
آیندگان	0	N,PL
آینه	1580208	N,AJ
آینه‌بندان	1380	N
آینه‌بندی	377	N
آینه‌کار	2770	N
آینه‌کاری	75707	N
آیه	680709	N,AJ,RES
آیووا	0	N
آیکون	725002	N
آیین	5520595	N,AJ
آیینه	360107	N
آیینه‌بندان	322	N
آیینه‌خانه	2070	N
آیینه‌کاری	57602	N
آیینی	51	AJ
آیین‌بندی	9	N
آیین‌مند	0	N
آیین‌نامه	2480273	N,AJ
آیین‌پرست	1370	N
آی‌دی	830001	N
آی‌فون	2	N
آی‌کیو	0	N
إلیه	0	N
ائتلاف	326242	N,AJ
ائتلاف‌ساز	6	N
ائتلاف‌سازی	0	N
ائمه	1410264	N,RES,PL
ائمّه	0	N
ابا	465041	N,RES
ابابکر	0	N
ابابیل	10302	N
اباحه	3	N
اباحه‌گر	0	N
اباذر	3	N
اباطیل	0	N
اباعبدالله	55	N
ابتدا	11761708	N,AJ,ADV
ابتداً	0	ADV
ابتدایی	504	N,AJ
ابتذال	174027	N
ابتذالات	0	N,PL
ابتر	30814	N,AJ
ابتلا	631430	N
ابتهاج	65403	N
ابتهال	21705	N
ابتکار	2660425	N,AJ
ابتکارات	93	N,PL
ابتیاع	61206	N
ابجد	51308	N,AJ
ابد	3780089	N,AJ
ابداع	2890229	N,AJ
ابداعات	99929	N,PL
ابداعگر	0	N,AJ
ابداع‌شده	0	N
ابداع‌کننده	38242	N,AJ
ابداع‌گر	0	N
ابدال	10604	N
ابدالدهر	0	N,ADV
ابداً	0	ADV
ابدیت	131033	N
ابر	3220341	N,AJ
ابرآلود	18101	N,AJ
ابرار	884066	N
ابراز	1801528	N,AJ
ابرازشده	5	N,AJ
ابرام	22609	N
ابراهیم	2390515	N,AJ,RES
ابراهیم‌آباد	0	N
ابراهیم‌خان	0	N
ابراهیم‌زاده	13	N
ابررایانه	23609	N
ابررسانا	3	N
ابررسانایی	3842	N
ابرستاره	0	N
ابرقدرت	65346	N,AJ
ابرقهرمان	0	N
ابرقو	8	N
ابرمرد	33809	N
ابرهه	9363	N
ابرو	88	N
ابروان	3	N
ابروکمان	0	N
